ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Gender_M,High_Discount
1,-0.04771131501848488,-0.7007550966049262,-0.6907217102244281,-0.37273475070016515,1.8899833648589817,-1.4682397478776226,1,False,False,True,False,False,False,True,False,False,1
2,-0.04771131501848488,1.4215777095146467,0.12074558253430252,-1.0294237660695575,2.8156355730238762,-0.3338933271921039,1,False,False,False,True,False,False,True,False,True,1
3,-1.7998874548793105,-0.7007550966049262,-0.5658805882615464,0.2839542646692272,2.1368239537029536,-0.15900218093007787,1,False,False,False,False,False,False,True,False,True,1
4,-0.9237993849488977,0.006689172101598107,-0.7115285638849084,0.2839542646692272,-0.20816164031477966,-1.5024841681247325,1,True,False,False,False,False,False,False,True,True,0
5,-1.7998874548793105,-0.7007550966049262,-0.5450737346010661,-0.37273475070016515,2.0134036592809674,-0.7032438598573617,1,False,True,False,False,False,False,False,True,False,1
6,-0.9237993849488977,-1.4081993653114504,-1.0028245151316322,-0.37273475070016515,-0.08474134589279368,-1.3557223670656897,1,False,False,False,True,False,False,False,True,False,0
7,-0.9237993849488977,0.7141334408081224,0.8281786069906317,-0.37273475070016515,-0.6401326707917305,-0.7723442078559943,1,False,False,True,False,False,False,True,False,False,0
8,-0.04771131501848488,-1.4081993653114504,0.47446209476246715,-1.0294237660695575,2.1368239537029536,-0.5075614584453046,1,False,False,False,True,False,False,True,False,False,1
9,-0.9237993849488977,0.7141334408081224,-1.2525067590573953,-0.37273475070016515,-0.14645149310378666,-1.0842130351064605,1,False,False,False,False,False,False,True,False,False,0
10,-0.9237993849488977,-0.7007550966049262,-0.9612108078106716,-0.37273475070016515,0.964331156694087,-1.4963690930806057,1,True,False,False,False,False,False,False,True,False,1
11,-0.9237993849488977,0.7141334408081224,-0.4410394662986648,-1.0294237660695575,-0.08474134589279368,-0.4561948280746396,1,False,True,False,False,False,False,False,True,True,0
12,-0.04771131501848488,1.4215777095146467,0.45365524110198685,-0.37273475070016515,1.149461598327066,-0.23299458896401198,1,False,False,False,True,False,False,False,True,False,1
13,-0.9237993849488977,1.4215777095146467,-0.25377778335434237,-0.37273475070016515,-0.7635529652137165,0.020169517862836914,1,False,False,True,False,False,False,False,True,False,0
14,-0.04771131501848488,0.7141334408081224,1.3483499485026385,-0.37273475070016515,0.964331156694087,-0.6310859743366657,1,False,False,False,True,False,False,False,False,True,1
15,-0.04771131501848488,0.006689172101598107,-1.210893051736435,-0.37273475070016515,1.8282732176479888,-1.6052174288660626,1,False,False,False,False,False,False,True,False,True,1
16,-0.04771131501848488,0.006689172101598107,0.3496209727995855,-0.37273475070016515,1.9516935120699745,-0.5668776863733345,1,True,False,False,False,False,False,True,False,False,1
17,-0.9237993849488977,0.7141334408081224,-1.3981547346807572,-1.0294237660695575,-0.4550022291587516,-1.4920885405497168,1,False,True,False,False,False,False,False,True,False,0
18,0.828376754911928,1.4215777095146467,0.3496209727995855,-0.37273475070016515,1.3963021871710377,0.1944491566204503,1,False,False,False,True,False,True,False,True,True,1
19,0.828376754911928,1.4215777095146467,0.5993032167253488,-0.37273475070016515,0.2855195373731642,-0.6965172773088223,1,False,False,True,False,False,True,False,False,True,0
20,-0.04771131501848488,1.4215777095146467,-1.3565410273597966,-0.37273475070016515,1.9516935120699745,-1.5746420536454286,1,False,False,False,True,False,True,False,True,True,1
21,-0.9237993849488977,0.006689172101598107,-1.0236313687921124,-1.0294237660695575,1.5197224815930237,-1.2921255866067711,1,False,False,False,False,False,True,False,True,False,1
22,-0.9237993849488977,-1.4081993653114504,0.45365524110198685,0.2839542646692272,2.3219543953359327,-0.44946824552610015,1,True,False,False,False,False,True,False,True,False,1
23,-1.7998874548793105,1.4215777095146467,-1.1276656370945137,-1.0294237660695575,-0.7018428180027235,-1.1520903680962677,1,False,True,False,False,False,True,True,False,True,0
24,-0.04771131501848488,0.006689172101598107,0.01671131423190117,-0.37273475070016515,-0.08474134589279368,0.17610393148806994,1,False,False,False,True,False,True,False,False,True,0
25,-0.04771131501848488,1.4215777095146467,0.848985460651112,-1.0294237660695575,0.9026210094830941,-0.044650277604907,1,False,False,True,False,False,True,False,True,False,1
26,-0.9237993849488977,-1.4081993653114504,0.30800726547862495,0.2839542646692272,0.964331156694087,-0.0843982653917311,1,False,False,False,True,False,True,True,False,True,1
27,-0.04771131501848488,-1.4081993653114504,-0.7947559785268294,-0.37273475070016515,0.6557804206391221,-1.5703615011145398,1,False,False,False,False,False,True,False,False,False,1
28,0.828376754911928,-1.4081993653114504,-1.0028245151316322,-0.37273475070016515,1.0877514511160729,-1.3447152319862614,1,True,False,False,False,False,True,False,True,True,1
29,-1.7998874548793105,0.006689172101598107,0.4952689484229474,0.2839542646692272,1.8899833648589817,-0.3057639819891207,1,False,True,False,False,False,True,True,False,True,1
30,0.828376754911928,0.7141334408081224,-0.5658805882615464,-1.0294237660695575,1.3963021871710377,0.11311865853356404,1,False,False,False,True,False,True,True,False,False,1
31,-0.9237993849488977,0.7141334408081224,1.1610882655583161,-1.0294237660695575,1.5197224815930237,-0.5460864312233034,1,False,False,True,False,False,True,False,True,False,1
32,0.828376754911928,0.006689172101598107,0.9738265826139937,-1.0294237660695575,2.9390558674458624,-0.17918192857569626,1,False,False,False,True,False,True,True,False,False,1
33,-0.9237993849488977,-1.4081993653114504,0.2663935581576644,-0.37273475070016515,0.5323601262171361,0.09844247842765975,1,False,False,False,False,False,True,True,False,False,1
34,-0.04771131501848488,-0.7007550966049262,0.4952689484229474,-0.37273475070016515,-0.5784225235807375,-0.22810252892871055,1,True,False,False,False,False,True,False,True,True,0
35,-0.04771131501848488,-0.7007550966049262,0.3496209727995855,0.2839542646692272,0.5323601262171361,-0.717920039963266,1,False,True,False,False,False,True,False,True,False,1
36,0.828376754911928,0.7141334408081224,-1.2733136127178757,-0.37273475070016515,1.8899833648589817,-1.1147884103270944,1,False,False,False,True,False,True,False,True,False,1
37,-0.9237993849488977,1.4215777095146467,-1.5229958566436388,0.2839542646692272,3.0007660146568553,-1.319031916800929,1,False,False,True,False,False,True,False,False,False,1
38,-1.7998874548793105,0.7141334408081224,-0.607494295582507,1.597332295408012,0.16209924295117825,-0.01774394741074915,1,False,False,False,True,False,True,False,True,False,0
39,0.828376754911928,-1.4081993653114504,0.09993872887382226,0.2839542646692272,2.6305051313908976,0.16570830391305438,1,False,False,False,False,False,True,True,False,False,1
40,-0.04771131501848488,-0.7007550966049262,1.223508826539757,0.9406432800386195,1.9516935120699745,-0.7650061178030423,1,True,False,False,False,False,True,True,False,False,1
41,0.828376754911928,-1.4081993653114504,0.3496209727995855,-1.0294237660695575,0.10038909574018526,0.1002770009408978,1,False,True,False,False,False,True,True,False,True,0
42,0.828376754911928,1.4215777095146467,-1.4813821493226784,0.2839542646692272,2.9390558674458624,-1.4486715077364167,1,False,False,False,True,False,True,False,True,True,1
43,-0.9237993849488977,1.4215777095146467,-1.5229958566436388,-1.0294237660695575,1.5197224815930237,-1.2150756410507737,1,False,False,True,False,False,True,False,True,True,1
44,-0.9237993849488977,-1.4081993653114504,-0.7531422712058689,-1.0294237660695575,1.8899833648589817,-1.2707228239523274,1,False,False,False,True,False,True,True,False,True,1
45,-0.9237993849488977,-1.4081993653114504,-1.231699905396915,-1.0294237660695575,0.964331156694087,-1.4101465349584181,1,False,False,False,False,False,True,True,False,True,1
46,0.828376754911928,-1.4081993653114504,-0.004095539428579103,-0.37273475070016515,-0.2698717875257726,-0.4219504078275296,1,True,False,False,False,False,True,True,False,False,0
47,-0.9237993849488977,0.7141334408081224,-0.8571765395082702,0.2839542646692272,1.149461598327066,-1.4609016578246703,1,False,True,False,False,False,True,False,True,False,1
48,0.828376754911928,-1.4081993653114504,-1.0444382224525925,-1.0294237660695575,1.149461598327066,-1.2584926738640738,1,False,False,False,True,False,True,True,False,True,1
49,0.828376754911928,0.7141334408081224,-0.4202326126381845,-1.0294237660695575,-0.2698717875257726,0.07275916324232726,1,False,False,True,False,False,True,False,True,True,0
50,0.828376754911928,0.006689172101598107,0.12074558253430252,-0.37273475070016515,1.6431427760150097,-0.9099333963488471,1,False,False,False,True,False,True,True,False,False,1
51,-0.04771131501848488,-1.4081993653114504,-0.5658805882615464,-0.37273475070016515,1.4580123343820308,-0.9735301768077655,1,False,False,False,False,False,True,True,False,True,1
52,-0.04771131501848488,0.7141334408081224,-1.4397684420017178,-0.37273475070016515,0.5323601262171361,-1.161262980662458,1,True,False,False,False,False,True,True,False,True,1
53,-0.04771131501848488,0.006689172101598107,-0.9404039541501913,-0.37273475070016515,1.8899833648589817,-1.4150385949937194,1,False,True,False,False,False,True,True,False,False,1
54,-1.7998874548793105,-1.4081993653114504,-0.8363696858477899,-0.37273475070016515,1.7048529232260028,-1.5324480358409538,1,False,False,False,True,False,True,True,False,True,1
55,-0.04771131501848488,0.006689172101598107,-0.149743515051941,-0.37273475070016515,-0.08474134589279368,-0.05810344270198593,1,False,False,True,False,False,True,False,False,True,0
56,-1.7998874548793105,1.4215777095146467,0.7449511923487107,0.9406432800386195,2.0134036592809674,-0.7319847125647576,1,False,False,False,True,False,True,True,False,True,1
57,-0.9237993849488977,0.006689172101598107,0.5784963630648685,-0.37273475070016515,2.9390558674458624,-0.3290012671568025,1,False,False,False,False,False,True,True,False,False,1
58,-0.9237993849488977,0.006689172101598107,-0.35781205165674373,-0.37273475070016515,0.964331156694087,-0.11069308808147628,1,True,False,False,False,False,True,False,True,False,1
59,0.828376754911928,1.4215777095146467,-1.4397684420017178,-0.37273475070016515,1.7048529232260028,-1.3862977422863236,1,False,True,False,False,False,True,False,False,True,1
60,-0.04771131501848488,-1.4081993653114504,-1.2525067590573953,-0.37273475070016515,0.22380939016217122,-1.0462995698328743,1,False,False,False,True,False,True,False,False,False,0
61,-0.9237993849488977,-1.4081993653114504,0.22477985083670388,-0.37273475070016515,3.1241863090788415,-0.5136765334894314,1,False,False,True,False,False,True,True,False,False,1
62,-0.9237993849488977,0.006689172101598107,-0.6491080029034675,-0.37273475070016515,2.3836645425469256,-1.5141028107085734,1,False,False,False,True,False,True,False,True,True,1
63,0.828376754911928,-1.4081993653114504,-2.1888151737790076,1.597332295408012,3.0007660146568553,-1.4321608051172745,1,False,False,False,False,False,True,False,True,True,1
64,-0.9237993849488977,-1.4081993653114504,-0.6907217102244281,-0.37273475070016515,2.9390558674458624,-1.0725943925226196,1,True,False,False,False,False,True,False,True,True,1
65,-0.04771131501848488,1.4215777095146467,1.0570539972559148,-1.0294237660695575,2.1985341009139465,-0.3601881498818491,1,False,True,False,False,False,True,False,False,True,1
66,-0.9237993849488977,-0.7007550966049262,-0.17055036871242127,-0.37273475070016515,2.1985341009139465,-0.46047538060552834,1,False,False,False,True,False,True,True,False,True,1
67,-0.9237993849488977,-0.7007550966049262,-2.1055877591370864,-0.37273475070016515,0.10038909574018526,-1.1765506682727749,1,False,False,True,False,False,True,False,True,False,0
68,-0.9237993849488977,0.006689172101598107,-1.0860519297735531,-0.37273475070016515,-0.4550022291587516,-1.0738174075314448,1,False,False,False,True,False,True,True,False,False,0
69,-0.04771131501848488,-0.7007550966049262,0.4328483874415066,0.2839542646692272,-0.4550022291587516,-0.6861216497338067,1,False,False,False,False,False,True,False,True,False,0
70,-0.9237993849488977,1.4215777095146467,-0.08732295407050018,-0.37273475070016515,1.5814326288040168,-0.4311230203937198,1,True,False,False,False,False,True,False,True,True,1
